"","A","P","N","margin"
"11","CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc([N+](=O)[O-])c2)n1","C[C@]1(O)CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCOCC4)c3n2)CC1","COc1cc(-c2ccccc2Cl)c2ccc(=O)n(-c3c(Cl)cccc3Cl)c2c1","random"
"12","CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc([N+](=O)[O-])c2)n1","Cc1cc(F)ccc1Oc1ccc2c(-c3cc(C(N)=O)ccc3C)nncc2n1","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCCC(C)C)c2)[nH]1","random"
"13","CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc([N+](=O)[O-])c2)n1","O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2ncccc21","Nc1c(C(=O)c2ccccc2Cl)cc[n+]([O-])c1-c1ccccc1Cl","random"
"14","CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc([N+](=O)[O-])c2)n1","Nc1ccc(Nc2ccc3c(c2)OCc2ccccc2C3=O)c(F)c1","CNC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4cc(F)cc(N5CCOCC5)c4)ccc3C)c2c1C","random"
"15","Cc1ccc(C(=O)NC2CC2)cc1Oc1nnc(C)c2c1cnn2-c1ccc(F)cc1F","CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)no1","Cc1ccc(C(=O)NC(C)(C)C)cc1Nc1cc(=O)n(C)c2c1cnn2-c1ccc(F)cc1F","margin = 0.45"
"16","Cc1ccc(C(=O)NC2CC2)cc1Oc1nnc(C)c2c1cnn2-c1ccc(F)cc1F","Nc1c(C(=O)c2ccccc2Cl)cc[n+]([O-])c1-c1ccccc1Cl","Cc1ccc(C(=O)O)cc1Nc1cc(=O)n(C)c2c1cnn2-c1ccc(F)cc1F","margin = 0.45"
"17","Cc1ccc(C(=O)NC2CC2)cc1Oc1nnc(C)c2c1cnn2-c1ccc(F)cc1F","Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)[nH]c34)c3ccccc23)cc1","CCc1nc(-c2cccc(C)c2)c(-c2ccnc(N3CCCC3)c2)s1","random"
"18","Cc1ccc(C(=O)NC2CC2)cc1Oc1nnc(C)c2c1cnn2-c1ccc(F)cc1F","Clc1ccc(-c2n[nH]c(C3CCN(Cc4ccncc4)CC3)c2-c2ccncn2)cc1","O=C(Nc1n[nH]c2nc(Oc3ccc(F)cc3F)ncc12)C1CCCC1","random"
"19","CCCC(=O)Nc1ccc(C)c(-c2ccc(C(=O)NCC3CC3)cc2)c1","CCNc1ncc2nc(Nc3ccccc3F)n(C3CCCC3)c2n1","Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)cc1","margin = 0.35"
"20","CCCC(=O)Nc1ccc(C)c(-c2ccc(C(=O)NCC3CC3)cc2)c1","Cc1ccc(F)c(-c2[nH]c(CNc3ccccc3)nc2-c2ccc3ncnn3c2)n1","Cc1ccc(C(=O)Nc2nccs2)cc1-c1ccc(C(=O)NCC2CC2)cc1","margin = 0.35"
"21","CCCC(=O)Nc1ccc(C)c(-c2ccc(C(=O)NCC3CC3)cc2)c1","CC(C)c1nnc2cc(Cl)c(Sc3ccc(F)cc3F)cn12","Cc1ccc(NC(=O)c2ccccc2)cc1-c1ccc(C(=O)NCC2CC2)cc1","margin = 0.35"
"22","CCCC(=O)Nc1ccc(C)c(-c2ccc(C(=O)NCC3CC3)cc2)c1","Cc1ccc(F)c(-c2[nH]c(CNc3cccc(C#N)c3)nc2-c2ccc3ncnn3c2)n1","Cc1ccc(NC(=O)c2ccsc2)cc1-c1ccc(C(=O)NCC2CC2)cc1","margin = 0.35"
"23","CCCC(=O)Nc1ccc(C)c(-c2ccc(C(=O)NCC3CC3)cc2)c1","O=c1c2ccccc2ccc2cc(Nc3ccc(F)cc3F)ccc12","Cc1ccc(NC(=O)c2ccoc2)cc1-c1ccc(C(=O)NCC2CC2)cc1","margin = 0.35"
"24","CCCC(=O)Nc1ccc(C)c(-c2ccc(C(=O)NCC3CC3)cc2)c1","COC(Cn1c(SCC#N)nc(-c2ccc(F)cc2)c1-c1ccnc(F)c1)OC","Cc1ccc(C(N)=O)cc1Nc1nc(NCC(C)C)nc(N[C@H]2CCNC2)n1","random"
"25","CCCC(=O)Nc1ccc(C)c(-c2ccc(C(=O)NCC3CC3)cc2)c1","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)Cc3ccc(F)cc3)c2)n1C","CCCCOc1ccc(Sc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3C)cc2)cc1","random"
"26","CCCC(=O)Nc1ccc(C)c(-c2ccc(C(=O)NCC3CC3)cc2)c1","O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2ncccc21","CCc1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cn12","random"
"27","CCCC(=O)Nc1ccc(C)c(-c2ccc(C(=O)NCC3CC3)cc2)c1","CNC(=O)c1sc(C(C)(C)C)cc1NC(=O)Nc1ccc(C(C)C)cc1","CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2cccc([N+](=O)[O-])c2)n1","random"
"28","CCCC(=O)Nc1ccc(C)c(-c2ccc(C(=O)NCC3CC3)cc2)c1","Cc1cccc(-c2[nH]c(CNc3ccc(Cl)c(Cl)c3)nc2-c2ccc3ncnn3c2)n1","CCn1c(=O)n(CC)c2cc(-c3c[nH]nc3-c3ccc(F)c(C)c3)ccc21","random"
"29","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCCCO","Clc1ccc(-c2cc(-c3ccccc3Br)c(-c3ccncc3)[nH]2)cc1","CCn1c(SC)nc(-c2ccc(F)cc2)c1-c1ccnc(NC(=O)/C=C/c2ccc(OC)cc2)c1","margin = 0.35"
"30","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCCCO","CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc([N+](=O)[O-])c2)n1","COCCn1c(SC)nc(-c2ccc(F)cc2)c1-c1ccnc(N[C@H]2CC[C@H](O)CC2)c1","margin = 0.35"
"31","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCCCO","CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)CN)c2)n1","CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(S/C=C\C(=O)O)n2CC2CC2)ccn1","margin = 0.35"
"32","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCCCO","CC(C)(C)c1cc(NC(=O)c2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)n(-c2ccccc2)n1","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCCCl","margin = 0.35"
"33","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCCCO","Cc1cc(C)n(CC(=O)NCc2cccc(-n3nc(C(C)(C)C)cc3NC(=O)Nc3ccccc3)c2)n1","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCCI","margin = 0.35"
"34","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCCCO","O=C1NCc2nc(Sc3ccccc3Cl)ccc2N1c1c(Cl)cccc1Cl","CNC(=O)c1ccc(C)c(Nc2ncnc3c2cnn3-c2ccccc2F)c1","random"
"35","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCCCO","Cc1ccc(-c2ncc[nH]2)cc1-c1ccc(C(=O)NCC2CC2)cc1","CC(=O)Nc1nccn1CCOc1ccc(NC(=O)Nc2cc(C(C)(C)C)nn2-c2ccc(C)cc2)c2ccccc12","random"
"36","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCCCO","Cc1cccc(-c2[nH]c(CNc3cccc(C#N)c3)nc2-c2ccc3nccnc3c2)n1","O=C(NC1CC1)c1ccc(Cl)c(-c2ccc3c(c2)NC(=O)C32CCCC2)c1","random"
"37","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCCCO","COCCCN1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1","C[S+]([O-])c1nc(-c2ccc(F)cc2)c(-c2ccnc(NC3CCOCC3)c2)[nH]1","random"
"38","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCCCO","COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3cc(OC)c(OCCN4CCOCC4)c(OC)c3)n2)c(OC)c1","NCCC(=O)NCCOc1cc(-c2ccccc2Cl)c2ccc(=O)n(-c3c(Cl)cccc3Cl)c2c1","random"
"39","O=C1NCc2nc(Sc3ccc(F)cc3)ccc2N1c1c(Cl)cc(C(F)(F)F)cc1Cl","COc1nccc(-c2c(-c3ccc(F)cc3)ncn2Cc2cccc(C#N)c2)n1","O=C(O)c1cc(Cl)c(N2C(=O)NCc3nc(Sc4ccc(F)cc4)ccc32)c(Cl)c1","margin = 0.35"
"40","O=C1NCc2nc(Sc3ccc(F)cc3)ccc2N1c1c(Cl)cc(C(F)(F)F)cc1Cl","COC(=O)c1sc(C(C)(C)C)cc1NC(=O)Nc1ccc(Cl)cc1","COC(=O)c1cc(C)c(N2C(=O)NCc3nc(Sc4ccc(F)cc4)ccc32)c(Cl)c1","margin = 0.35"
"41","O=C1NCc2nc(Sc3ccc(F)cc3)ccc2N1c1c(Cl)cc(C(F)(F)F)cc1Cl","CCn1c(=O)n(CC)c2cc(-c3[nH]cnc3-c3ccccc3)ccc21","COC(=O)c1cccc(Cl)c1N1C(=O)NCc2nc(Sc3ccc(F)cc3)ccc21","margin = 0.35"
"42","O=C1NCc2nc(Sc3ccc(F)cc3)ccc2N1c1c(Cl)cc(C(F)(F)F)cc1Cl","COc1ccc(CNc2nccc(-c3c(-c4ccc(F)cc4)ncn3Cc3cccc(C#N)c3)n2)cc1","COc1cccc(C)c1N1C(=O)NCc2nc(Sc3ccc(F)cc3)ccc21","margin = 0.35"
"43","O=C1NCc2nc(Sc3ccc(F)cc3)ccc2N1c1c(Cl)cc(C(F)(F)F)cc1Cl","CN1CCN(c2ccc(Nc3ncc4c(=O)n(-c5c(Cl)cc(Cl)cc5Cl)c5nc6ccccc6n5c4n3)cc2)CC1","CC(=O)c1cc(C)c(N2C(=O)NCc3nc(Sc4ccc(F)cc4)ccc32)c(Cl)c1","margin = 0.35"
"44","O=C1NCc2nc(Sc3ccc(F)cc3)ccc2N1c1c(Cl)cc(C(F)(F)F)cc1Cl","CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(N)c2)n1","CNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C","random"
"45","O=C1NCc2nc(Sc3ccc(F)cc3)ccc2N1c1c(Cl)cc(C(F)(F)F)cc1Cl","O=C1c2ccc(Nc3ccccc3Cl)cc2CCc2ccc(O)cc21","CC(C)(N)C(=O)NCCOc1cc(-c2ccccc2Cl)c2ccc(=O)n(-c3c(Cl)cccc3Cl)c2c1","random"
"46","O=C1NCc2nc(Sc3ccc(F)cc3)ccc2N1c1c(Cl)cc(C(F)(F)F)cc1Cl","Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(I)cc3)nc21","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)CC(C)C)c2)[nH]1","random"
"47","O=C1NCc2nc(Sc3ccc(F)cc3)ccc2N1c1c(Cl)cc(C(F)(F)F)cc1Cl","Fc1ccc(-c2c(-c3ccncc3)n(CCN3CCCC3)c3cccnc23)cc1","COC(=O)c1cc(-c2cccc(F)c2)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2","random"
"48","O=C1NCc2nc(Sc3ccc(F)cc3)ccc2N1c1c(Cl)cc(C(F)(F)F)cc1Cl","O=C(Cc1ccccc1)Nc1onc(-c2c(Cl)cccc2Cl)c1-c1ccncn1","CNC(=O)c1ccc(C)c(Nc2ncnc3c2cnn3-c2c(C)cc(C)cc2C)c1","random"
"49","Clc1ccc(-c2cc(-c3cccc(Br)c3)c(-c3ccncc3)[nH]2)cc1","CCOC(=O)Nc1ccc(C)c(Nc2ncnn3cc(C(=O)N[C@@H](C)CC)c(C)c23)c1","O=C(O)c1cc(-c2ccc(Cl)cc2)[nH]c1-c1ccncc1","margin = 0.35"
"50","Clc1ccc(-c2cc(-c3cccc(Br)c3)c(-c3ccncc3)[nH]2)cc1","CNc1ncc(C(=O)Nc2cc(C(=O)Nc3cccc(C(F)(F)F)c3F)ccc2C)c(NC)n1","CCOc1ccccc1-c1cc(-c2ccc(Cl)cc2)[nH]c1-c1ccncc1","margin = 0.35"
"51","Clc1ccc(-c2cc(-c3cccc(Br)c3)c(-c3ccncc3)[nH]2)cc1","CCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C","COc1cccc(-c2cc(-c3ccc(Cl)cc3)[nH]c2-c2ccncc2)c1","margin = 0.35"
"52","Clc1ccc(-c2cc(-c3cccc(Br)c3)c(-c3ccncc3)[nH]2)cc1","Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCc3ccnc(N)c3)c3ccccc23)cc1","Fc1ccc(-c2cc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1","margin = 0.35"
"53","Clc1ccc(-c2cc(-c3cccc(Br)c3)c(-c3ccncc3)[nH]2)cc1","Cc1c(F)cc(C(=O)NC2CC2)cc1-c1cc2nnc(-c3c(F)cccc3Cl)n2n(C)c1=O","Clc1ccc(-c2cc(-c3ccccc3Br)c(-c3ccncc3)[nH]2)cc1","margin = 0.35"
"54","Clc1ccc(-c2cc(-c3cccc(Br)c3)c(-c3ccncc3)[nH]2)cc1","CC(C)[C@H](C)Nc1cc(-c2[nH]c(=O)[nH]c2-c2ccc(F)cc2)ccn1","Cc1ccccc1-c1c(=O)ncn2nc(Sc3ccccc3)ccc12","random"
"55","Clc1ccc(-c2cc(-c3cccc(Br)c3)c(-c3ccncc3)[nH]2)cc1","CNC(=O)c1ccc(C)c(Nc2nc(N3CCCN(C)CC3)nc3c2cnn3-c2ccccc2)c1","Nc1ccccc1Nc1ccc2c(c1)OCc1ccccc1C2=O","random"
"56","Clc1ccc(-c2cc(-c3cccc(Br)c3)c(-c3ccncc3)[nH]2)cc1","O=C(Nc1cc(Nc2ccc3c(c2)CCc2ccc(OCCN4CCOCC4)cc2C3=O)ccc1F)c1ccoc1","Nc1c(C(=O)c2ccc(F)cc2F)cc[n+]([O-])c1-c1ccc(Cl)cc1","random"
"57","Clc1ccc(-c2cc(-c3cccc(Br)c3)c(-c3ccncc3)[nH]2)cc1","CC(=O)Nc1ccc(C)c(C(=O)Nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2)c1","CC(=O)c1ccc(NCc2nc(-c3ccc4ncnn4c3)c(-c3cccc(C)n3)[nH]2)cc1","random"
"58","Clc1ccc(-c2cc(-c3cccc(Br)c3)c(-c3ccncc3)[nH]2)cc1","Nc1ccccc1Nc1ccc2c(=O)c3cc(OCCN4CCOCC4)ccc3ccc2c1","Cn1c(-c2c[nH]nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1","random"
"59","Cc1ccc(F)c(-c2[nH]c(CNc3cccc(C(N)=O)c3)nc2-c2ccc3ncnn3c2)n1","Cc1cccc(C)c1-n1c(=O)c2cnc(Nc3ccc(OCCCN4CCCCC4)cc3)nc2n2c3ccccc3nc12","COc1nccc(-c2[nH]c(Cc3cccc(C(N)=O)c3)nc2-c2ccc(F)cc2)n1","margin = 0.5"
"60","Cc1ccc(F)c(-c2[nH]c(CNc3cccc(C(N)=O)c3)nc2-c2ccc3ncnn3c2)n1","Cc1cc(Cl)ccc1-n1nc(Sc2ccc(Cl)cc2)ccc1=O","NC(=O)c1cccc(Cc2nc(-c3ccc(F)cc3)c(-c3ccnc(NC4CC4)n3)[nH]2)c1","margin = 0.5"
"61","Cc1ccc(F)c(-c2[nH]c(CNc3cccc(C(N)=O)c3)nc2-c2ccc3ncnn3c2)n1","Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Oc2ccc(C(C)(C)C)cc2)cc1","C[C@H](Nc1nccc(-c2[nH]c(Cc3cccc(C(N)=O)c3)nc2-c2ccc(F)cc2)n1)c1ccccc1","margin = 0.5"
"62","Cc1ccc(F)c(-c2[nH]c(CNc3cccc(C(N)=O)c3)nc2-c2ccc3ncnn3c2)n1","CC(=O)Nc1onc(-c2ccc(F)cc2)c1-c1ccncc1","CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2cccc(F)c2)n1","random"
"63","Cc1ccc(F)c(-c2[nH]c(CNc3cccc(C(N)=O)c3)nc2-c2ccc3ncnn3c2)n1","CCOC(=O)c1cc(-c2ccc(Cl)cc2)[nH]c1-c1ccncc1","Cn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3)c21","random"
"64","Cc1ccc(F)c(-c2[nH]c(CNc3cccc(C(N)=O)c3)nc2-c2ccc3ncnn3c2)n1","Cc1cccc(-c2nc(NCc3ccccc3F)sc2-c2ccc3ncnn3c2)n1","Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(CSc2ccncc2)cc1","random"
"65","O=C(Cc1ccccc1)Nc1cc(-c2c(-c3ccc(F)cc3)nc3n2CCS3)ccn1","[O-][n+]1ccc2c(-c3ccccc3Cl)cc(OC3CCNCC3)nc2c1-c1c(Cl)cccc1Cl","Fc1ccc(-c2nc3n(c2-c2ccncc2)CCS3)cc1","margin = 0.35"
"66","O=C(Cc1ccccc1)Nc1cc(-c2c(-c3ccc(F)cc3)nc3n2CCS3)ccn1","O=C1C(O)Cc2c(-c3ccccc3Cl)cc(O)cc2N1c1c(Cl)cccc1Cl","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)Cc3ccc(F)cc3)c2)n1C","margin = 0.35"
"67","O=C(Cc1ccccc1)Nc1cc(-c2c(-c3ccc(F)cc3)nc3n2CCS3)ccn1","COC(=O)NC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)c4ccccc4)c(C)c23)c1","C[S+]([O-])c1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)Cc3ccc(F)cc3)c2)[nH]1","margin = 0.35"
"68","O=C(Cc1ccccc1)Nc1cc(-c2c(-c3ccc(F)cc3)nc3n2CCS3)ccn1","Cc1ccc(C(=O)NC2CC2)cc1-c1cnc2c(c1)NC(=O)C21CCOCC1","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)Cc3ccccc3)c2)n1C","margin = 0.35"
"69","O=C(Cc1ccccc1)Nc1cc(-c2c(-c3ccc(F)cc3)nc3n2CCS3)ccn1","CNC(=O)c1ccc(C)c(Nc2ncnc3c2cnn3C(C)(C)C)c1","O=C(Nc1cc(-c2c(-c3ccc(F)cc3)nc3n2CCS3)ccn1)c1ccco1","margin = 0.35"
"70","O=C(Cc1ccccc1)Nc1cc(-c2c(-c3ccc(F)cc3)nc3n2CCS3)ccn1","Cc1ccc2c(N)noc2c1-c1ccc2c(c1)NC(=O)C21CCC(F)(F)CC1","CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(SCCC(=O)N3CCOCC3)n2CCCO)ccn1","random"
"71","O=C(Cc1ccccc1)Nc1cc(-c2c(-c3ccc(F)cc3)nc3n2CCS3)ccn1","O=C(Nc1ccc(F)c(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1ccccc1","Cc1ccc(NC(=O)Nc2cc(C(C)(C)C)nn2-c2ccc(C)cc2)cc1","random"
"72","O=C(Cc1ccccc1)Nc1cc(-c2c(-c3ccc(F)cc3)nc3n2CCS3)ccn1","Cn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2F)c2cnn(-c3c(F)cccc3F)c21","CC(C)c1cccc(-c2[nH]c(-c3cccs3)nc2-c2ccc3c(c2)n(C)c(=O)n3C)c1","random"
"73","O=C(Cc1ccccc1)Nc1cc(-c2c(-c3ccc(F)cc3)nc3n2CCS3)ccn1","O=C1c2ccc(OCCN3CCOCC3)cc2COc2cc(Nc3ccc(F)cc3F)ccc21","Cc1cccc(-c2[nH]c(CNc3cccc(C#N)c3)nc2-c2ccc3nccnc3c2)n1","random"
"74","O=C(Cc1ccccc1)Nc1cc(-c2c(-c3ccc(F)cc3)nc3n2CCS3)ccn1","CC(C)(C)c1cc(C(=O)N2CCNC(=O)CC2)c(NC(=O)Nc2ccc(C#N)c3ccccc23)s1","Cc1cccc(-c2[nH]c(CNc3cccc(F)c3)nc2-c2ccc3ncnn3c2)n1","random"
"75","CCn1c(=O)c(-c2cc(C(=O)NC3CC3)cc(F)c2C)cc2nnc(-c3c(F)cccc3F)n21","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCCCO)c2)[nH]1","Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CCCO2)cc1","margin = 0.4"
"76","CCn1c(=O)c(-c2cc(C(=O)NC3CC3)cc(F)c2C)cc2nnc(-c3c(F)cccc3F)n21","C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)cc1","COCCNC(=O)c1ccc(-c2cc(C(=O)NC3CC3)cc(F)c2C)cc1","margin = 0.4"
"77","CCn1c(=O)c(-c2cc(C(=O)NC3CC3)cc(F)c2C)cc2nnc(-c3c(F)cccc3F)n21","CNC(=O)CC[C@H](NC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2)C(=O)NC","Cc1ccc(C(N)=O)cc1Nc1nc(NCCc2ccc(F)cc2)nc(N[C@H]2CCNC2)n1","random"
"78","CCn1c(=O)c(-c2cc(C(=O)NC3CC3)cc(F)c2C)cc2nnc(-c3c(F)cccc3F)n21","O=C(Nc1cc(Nc2ccc3c(c2)CCc2ccc(OCCN4CCOCC4)cc2C3=O)ccc1F)c1ccccc1","Clc1ccc(-c2cc(-c3ccccc3Br)c(-c3ccncc3)[nH]2)cc1","random"
"79","O=c1ncn2nc(Sc3ccccc3)ccc2c1-c1ccc(Cl)cc1Cl","COc1ccccc1C(=O)c1cc[n+]([O-])c(-c2ccccc2Cl)c1N","O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl","margin = 0.35"
"80","O=c1ncn2nc(Sc3ccccc3)ccc2c1-c1ccc(Cl)cc1Cl","CNc1ncc2cc(-c3cc(Nc4nc5cc(C(F)(F)F)ccc5[nH]4)ccc3C)ccc2n1","O=c1ncn2nc(Sc3ccc(F)cc3Cl)ccc2c1-c1c(Cl)cccc1Cl","margin = 0.35"
"81","O=c1ncn2nc(Sc3ccccc3)ccc2c1-c1ccc(Cl)cc1Cl","COCCCn1c(SCCC(=O)N2CCOCC2)nc(-c2ccc(F)cc2)c1-c1ccnc(NC(C)=O)c1","CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC3CCCC3)c2)s1","random"
"82","O=c1ncn2nc(Sc3ccccc3)ccc2c1-c1ccc(Cl)cc1Cl","Cc1nc(-c2ccc(C)c(NC(=O)c3ccc(OCc4ccccn4)cc3)c2)c[nH]1","Fc1ccc(Nc2ccc3c(-c4cn[nH]c4)nncc3n2)c(F)c1","random"
"83","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCc3ccncc3)c2)[nH]1","Nc1c(C(=O)c2ccc(F)cc2F)cc[n+]([O-])c1-c1cccc(Cl)c1","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCc3ccco3)c2)[nH]1","margin = 0.35"
"84","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCc3ccncc3)c2)[nH]1","Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)Nc4cccc(C#N)c4)cc3)c2)o1","CC(C)Nc1cc(-c2[nH]c(SCCO)nc2-c2ccc(F)cc2)ccn1","margin = 0.35"
"85","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCc3ccncc3)c2)[nH]1","Nc1cccc(Nc2ccc3c(c2)OCc2ccc(OCCN4CCOCC4)cc2C3=O)c1","CCSc1cc(-c2[nH]c(SC)nc2-c2ccc(F)cc2)ccn1","margin = 0.35"
"86","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCc3ccncc3)c2)[nH]1","Cc1cccc(C)c1-n1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n2c3ccccc3nc12","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)COc3ccc(Cl)cc3)c2)[nH]1","margin = 0.35"
"87","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCc3ccncc3)c2)[nH]1","COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(-c4ccccc4)c3n2)cc1","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCc3cccnc3)c2)[nH]1","margin = 0.35"
"88","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCc3ccncc3)c2)[nH]1","Cc1cccc(-c2c(-c3ccc4nc(C)c(C)nc4c3)cnn2CC(=O)Nc2cccc(C#N)c2)n1","NS(=O)(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1","random"
"89","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCc3ccncc3)c2)[nH]1","Cc1cccc(-c2[nH]c(CNC(=S)c3ccccc3)nc2-c2ccc3ncnn3c2)n1","Cc1ccc(C(=O)NC2CC2)cc1-c1cc2c(cn1)C1(CCCC1)C(=O)N2","random"
"90","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCc3ccncc3)c2)[nH]1","COCCn1c(SCCC(=O)N2CCOCC2)nc(-c2ccc(F)cc2)c1-c1ccnc(NC(C)=O)c1","COc1c(C#N)cc(C(C)(C)C)cc1NC(=O)C(=O)c1ccc(OCCN2CCOCC2)c2ccccc12","random"
"91","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCc3ccncc3)c2)[nH]1","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)/C=C/c3c(Cl)cccc3Cl)c2)n1C","Cc1nnc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3)c12","random"
"92","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCc3ccncc3)c2)[nH]1","Cc1ccc(C(=O)NC2CCCC2)cc1-c1ccc(C(=O)NCC2CC2)cc1","CC1(c2nnc3ccc(-c4ocnc4-c4cc(F)c(F)cc4F)cn23)CC1","random"
"93","C=Cc1ccccc1NCc1nc(-c2ccc3ncnn3c2)c(-c2cccc(C)n2)[nH]1","Cc1ccc(C(N)=O)cc1Nc1nc(N)nc(NC[C@@H]2CC[C@H]3C[C@@H]2C3(C)C)n1","CC(C)(C)Cn1c(N)nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)nc21","margin = 0.55"
